file,detected,cx,cy,dist_px,dist_norm,area_px,blur_lap,blur_tenengrad
012662_2026_03_26_rutile.jpg,True,1370.5,532.0,513.3480787925479,0.3216759654366915,20,3.06,125.0
012694_2026_03_26_rutile.jpg,True,1186.4347826086957,726.6086956521739,299.75445527857846,0.18783318332949814,23,4.385633270321361,23.565217391304348
012722_2026_03_26_rutile.jpg,True,1864.5652173913043,190.6086956521739,1051.1255224254332,0.6586599447623304,23,5.474480151228733,85.65217391304348
012742_2026_03_26_rutile.jpg,True,1104.5,40.0,991.2296656174087,0.6211277938488655,20,6.647500000000001,530.7
012717_2026_03_26_rutile.jpg,True,1104.8918918918919,37.83783783783784,993.3290247936196,0.6224433016255664,74,6.786705624543462,81.02702702702703
012745_2026_03_26_rutile.jpg,True,1600.5,501.0,644.4231916993676,0.40381071032206906,20,6.85,86.2
012724_2026_03_26_rutile.jpg,True,1342.3621621621621,428.6702702702703,606.9819507462928,0.38034914919368834,185,7.015748721694668,229.94594594594594
012686_2026_03_26_rutile.jpg,True,1694.4444444444443,627.1111111111111,615.4987940135209,0.3856860032575091,27,7.580246913580248,192.07407407407408
012725_2026_03_26_rutile.jpg,True,1337.0,841.0,215.07673049402624,0.13477213178115696,27,7.728395061728395,133.85185185185185
012718_2026_03_26_rutile.jpg,True,1704.9016393442623,260.37704918032784,902.4335974145368,0.5654860915689509,61,8.122010212308519,133.7377049180328
012778_2026_03_26_rutile.jpg,True,1326.5,1317.0,310.41142053732494,0.19451108810766699,42,8.567460317460318,78.71428571428571
012716_2026_03_26_rutile.jpg,True,1550.9166666666667,290.9166666666667,802.6740811534627,0.5029744351890182,24,9.123263888888888,171.66666666666666
012749_2026_03_26_rutile.jpg,True,1640.196044613085,574.5260434632632,612.573248808961,0.38385278790717803,8697,9.518321055545119,67.99954007128895
012691_2026_03_26_rutile.jpg,True,1258.8142857142857,406.72857142857146,618.252416914328,0.3874114880536131,70,9.649183673469388,85.85714285714286
012685_2026_03_26_rutile.jpg,True,1736.0344827586207,754.0591133004926,578.8327857386834,0.3627102211366132,609,9.788983528409382,454.58784893267654
012752_2026_03_26_rutile.jpg,True,883.0,152.0,936.3039036552182,0.5867100211202886,21,9.83673469387755,35.80952380952381
012687_2026_03_26_rutile.jpg,True,1599.8064516129032,427.258064516129,705.217290371498,0.4419057206885419,31,9.991675338189385,116.83870967741936
